S 1 : ['o2', 'm8', 'j2', 'v9', 's5', 'm8', 'f3', 'g0', 'w0', 'm8', 'j2', 's1', 'n0', 'j0', 's7', 'o2', 'r7', 'l0', 't6', 'n2', 'f0', 'u9', 'm3', 'w0', 'd2', 'v8', 't9', 'r6', 'r3', 'o5', 'b5', 'g4']
S 43 : ['d0', 'h9', 'a0', 'd9', 'c2', 's5', 't3', 'w6', 'p4', 'e2', 'r1', 'o8', 'r4', 'v9', 'x5', 'n1', 'c0', 'd8', 'e1', 'r6', 'c3', 'q4', 'i9', 'e3', 'm6', 'f5', 'f7', 'n4', 'q0', 'n8', 'p8', 'w6']
R 43 : ['n8', 'a4', 's4', 'u7', 'q3', 'u4', 'r4', 'g9', 'q4', 'w0', 'r2', 'c3', 'n5', 'o7', 'k2', 'a3', 'k0', 'x8', 'x8', 'g6', 'x3', 'i2', 'i8', 'i0', 'r4', 'c7', 'm8', 't6', 'v8', 'g6', 'x3', 'l2']
S 44 : ['n8', 'k2', 't1', 'q6', 'e8', 's9', 'k1', 'n9', 'x1', 'i8', 'k1', 't8', 'm7', 'c4', 'j7', 'x2', 'e8', 'p8', 'v0', 'v1', 's8', 'h2', 'd7', 'l6', 'l8', 'k3', 'd2', 'b9', 'e6', 'a6', 'j3', 's0']
R 44 : ['h1', 's4', 'p2', 'c6', 'o8', 'j3', 'f1', 'n7', 's6', 'o0', 'c5', 'q8', 'o0', 'x8', 'a9', 'r5', 'l3', 'x8', 'i6', 'k3', 't4', 'o0', 'n6', 'u7', 'k8', 'a9', 'y1', 'a9', 'w7', 's7', 'a3', 'a5']
S 45 : ['w1', 'e2', 'j1', 'r1', 'c4', 'c0', 'r0', 'f7', 'o3', 'd1', 'q3', 'x9', 'w9', 'w1', 'f7', 'y8', 'i8', 'r2', 'v1', 'i0', 'g3', 'e4', 'h0', 'g9', 'q2', 's1', 'e1', 'y5', 'a5', 'm9', 'k3', 'l1']
R 45 : ['c1', 'm5', 'h9', 'm6', 'h1', 'a5', 'g9', 'd1', 'h9', 'k0', 'a4', 'n1', 'g9', 's0', 'i0', 'p7', 'i8', 'g9', 'c1', 'i8', 'b0', 'q8', 'j6', 'a3', 'm2', 'c0', 'i7', 'g6', 'c3', 'b6', 'y3', 'r0']
S 46 : ['s2', 'a4', 'v9', 'b9', 'e5', 'i9', 'm1', 't5', 'k3', 'p7', 'm0', 'n1', 'x5', 'r1', 'k4', 'w5', 'b8', 'd8', 'b1', 'x9', 'p8', 'e4', 'm3', 'q7', 'o6', 'l5', 'h0', 'y2', 'p1', 'h9', 'r6', 'f0']
R 46 : ['e5', 'j3', 'i2', 'j0', 'c6', 'h0', 'y2', 'l8', 'a3', 'a4', 'n3', 'c8', 'u5', 'k2', 'x8', 'h6', 'i8', 'q3', 'g3', 'r0', 'c7', 'm6', 'p9', 'x8', 'a3', 'n1', 'p2', 'l4', 'u4', 'c3', 'i8', 'r0']
S 47 : ['m1', 'o0', 'x4', 'g6', 'r5', 'e8', 'a7', 'h4', 'w2', 'l6', 'y0', 'c8', 'o1', 'e8', 'a8', 'j6', 'n8', 'q0', 's3', 'q8', 'k7', 'a3', 'o6', 'q1', 'o7', 't0', 'c8', 'p3', 'o0', 'a9', 'u0', 's6']
R 47 : ['k7', 'x0', 's4', 'b3', 'p1', 'j4', 'a7', 'o2', 'a9', 'h6', 'g4', 'i2', 'e4', 'y2', 'a9', 'e6', 'i8', 'a9', 'q4', 'p1', 'd3', 'n6', 'f8', 'u5', 'i4', 'b4', 'y1', 'v4', 'n6', 'b3', 'm5', 'n4']
S 48 : ['d9', 'q3', 'v2', 'n4', 'u8', 'h8', 'n7', 'u8', 'y4', 'x9', 'l5', 'e4', 'g5', 'y5', 'n1', 'u5', 'q7', 'i8', 'x5', 'i3', 'y8', 'b4', 'r4', 'w4', 'n2', 's5', 'k8', 'e3', 'u4', 's4', 'y4', 'j2']
R 48 : ['r7', 'a3', 'f5', 'a9', 'c7', 'n5', 'i3', 'j0', 's1', 'k2', 'n8', 'm5', 'r3', 'c6', 'c7', 'h0', 'j6', 'r7', 'q3', 'k1', 'b0', 'v8', 'm8', 'i7', 'j6', 'a4', 'n1', 'p7', 'q3', 'l5', 'a5', 'r4']
S 49 : ['e7', 'e3', 'n2', 'c8', 't9', 'l0', 'l8', 'f9', 'w4', 'h3', 'f0', 'w3', 't1', 'c9', 'r7', 'w8', 'e0', 'c9', 'g5', 'd9', 'j5', 'd9', 'l4', 't3', 'b6', 'n8', 'w0', 'g3', 'f6', 'h4', 'y0', 'j6']
R 49 : ['s4', 'q3', 'd3', 'p1', 'w2', 'r4', 'e5', 'b4', 'd3', 'k1', 'd3', 'f5', 's0', 'n4', 'i8', 'm1', 'q3', 'i6', 'm2', 'a9', 'i8', 'r3', 's9', 't4', 'd6', 'j3', 'd6', 'y1', 'd8', 'w0', 'c7', 'm8']
S 50 : ['g4', 'c8', 'n1', 'r7', 'u2', 'u7', 'b4', 'o4', 'r1', 'i4', 'p8', 'p0', 'o1', 'd9', 'd5', 't0', 'j8', 'l8', 'c3', 'w6', 'g3', 'k7', 'a0', 'y6', 'b3', 'q6', 'q5', 'm2', 'm5', 'j0', 'c3', 'k1']
R 50 : ['p7', 'k6', 'c3', 'i8', 'o7', 'r4', 'i9', 'u3', 'x0', 'w3', 'x8', 'x8', 'i4', 'm2', 'x3', 'd9', 'o0', 'q5', 'q3', 'g4', 'g8', 'a7', 'i6', 'q4', 'a4', 'p1', 'l3', 'a3', 'y0', 'd3', 'o7', 'c6']
S 51 : ['a1', 'q4', 'y9', 'x9', 'y5', 'w3', 'l7', 'q5', 'l5', 'n5', 'n7', 'b2', 'j0', 'o0', 'd6', 'l6', 'e2', 'w2', 'x0', 'r1', 'v8', 'a3', 's1', 'd4', 'v5', 'm6', 'w8', 'i5', 'w1', 'p2', 'y0', 'q3']
R 51 : ['i7', 'i0', 'w2', 'v4', 'y1', 'd7', 'u1', 'q3', 'i8', 'd3', 'a4', 'a5', 'a6', 'b3', 'a7', 'j6', 'n6', 'i8', 'm1', 'a4', 'r7', 'b0', 'c3', 'y0', 'w3', 'g6', 'h3', 'c1', 'v8', 'b0', 'x3', 'g9']
S 52 : ['a5', 'w1', 'r5', 'p6', 'f7', 'd5', 'm1', 'k1', 'e9', 'r9', 'f4', 'o7', 't5', 'h2', 'd2', 'j6', 'a6', 'c4', 'x2', 'e7', 'v1', 'm1', 'h6', 's3', 'u7', 't7', 'x8', 'h6', 'e5', 'f1', 'b6', 'g4']
R 52 : ['a4', 'm5', 'q8', 'f5', 'h1', 'p7', 'f1', 's1', 'g9', 'l4', 's9', 'u7', 'n6', 'o0', 'd3', 'o8', 'p8', 'u3', 'o0', 'u5', 'u4', 'g8', 'e5', 'u5', 'a4', 'x8', 'm6', 'p4', 'c1', 'i2', 'o0', 'm6']
S 53 : ['t8', 'p0', 'g8', 'e5', 'c7', 'f6', 'a5', 'n2', 'v3', 'x7', 'w3', 'a7', 'c1', 'e4', 'b8', 'k6', 'd2', 'e6', 'y2', 'x9', 'y5', 'v5', 'g8', 'e3', 'k3', 's8', 'v1', 'j2', 'p0', 'p2', 'n3', 'y2']
R 53 : ['n7', 'a3', 'o8', 'd0', 's0', 'i3', 'r3', 'n3', 'i8', 'r5', 'p7', 'l4', 'q4', 'l6', 'a7', 'm8', 'q4', 'a7', 'i8', 'u2', 'a8', 'k3', 'i7', 'w2', 'k0', 'q8', 'n3', 'a5', 'v8', 'n1', 'a4', 'p9']
S 54 : ['d5', 'd3', 't1', 'f9', 'w4', 'v0', 's0', 'y9', 'o5', 'j7', 'a3', 'm4', 'h3', 'd9', 'h6', 'h7', 'a0', 'i5', 'h7', 'l9', 'a7', 'b1', 'u1', 'n8', 'f2', 'q3', 'p7', 'e2', 'q7', 'm9', 'k3', 'l9']
R 54 : ['k8', 'a4', 'a3', 's4', 'c6', 't4', 'i8', 'd3', 'm6', 'h9', 'i4', 'c5', 'j0', 'i0', 'q1', 'i8', 'a9', 'a7', 'd1', 'a4', 'm7', 'a4', 'c6', 'i8', 'a6', 'l8', 'q3', 'b0', 'x3', 'm7', 'd1', 'l3']
S 55 : ['q5', 'n6', 'w2', 'k0', 'w2', 'b8', 'c7', 'e0', 'p2', 't0', 'x4', 'a3', 'g7', 'd0', 'h9', 'g4', 'a1', 'd2', 't8', 'u6', 'j9', 'd4', 'v6', 'x2', 'l9', 'q8', 'l6', 'l8', 'e2', 'x2', 'n8', 'v6']
R 55 : ['w3', 'd1', 'n5', 'r7', 'x0', 'p4', 'v8', 'e4', 'a5', 'n6', 'p9', 'l6', 'g1', 'o8', 'a7', 'v4', 'u4', 'g4', 'k7', 'v4', 'n5', 'i0', 'g8', 'k3', 'o0', 'o6', 'u1', 'i6', 'a4', 'r4', 's4', 'o0']
S 56 : ['q5', 'k5', 'x0', 'w0', 'm9', 'p4', 'v9', 'y2', 'x9', 'x4', 'w5', 'o4', 'd3', 'q0', 'j0', 'j6', 'e9', 'i6', 'x9', 'n1', 's7', 'v4', 'n6', 'm0', 'd9', 'b6', 'f3', 'j1', 'v7', 'j9', 'f8', 'm4']
R 56 : ['a3', 'q3', 'm1', 'y0', 'w3', 'q4', 'p4', 'r0', 'o6', 'c8', 'm1', 'r4', 'a4', 'i8', 'u8', 'i8', 'd3', 'x8', 'l3', 'q5', 'a4', 'e5', 's9', 'a4', 'd7', 'h9', 'd3', 'i8', 'u7', 'a4', 'k7', 'n3']
S 57 : ['m3', 'w3', 'i1', 'g2', 'a3', 'h0', 'x1', 'i9', 'm7', 'g0', 't4', 'g5', 'w2', 'o4', 'l2', 'v2', 'c3', 's6', 'x7', 'x7', 'f0', 'h1', 's6', 'w1', 'a9', 'b7', 'p0', 't4', 's7', 'q8', 'f4', 'l6']
R 57 : ['v4', 'f8', 'a9', 'a7', 'm6', 'o7', 'a9', 'k1', 'a4', 'j3', 'r6', 'q5', 'n7', 'p4', 'd7', 'q5', 'w2', 'e4', 'd7', 'i2', 'u2', 'r0', 'c3', 'n6', 'q4', 'h0', 'a9', 'u2', 'p1', 'd1', 'j3', 'c1']
S 58 : ['y5', 'e0', 'o0', 'j7', 'v6', 's0', 'c8', 'y4', 'j3', 's5', 'p0', 'p3', 'e4', 'w7', 's0', 'd5', 'm7', 'a7', 'w3', 'f7', 'g9', 'a5', 'o2', 'y6', 's5', 'f4', 'k8', 'q5', 'j2', 'x3', 'j5', 'o1']
R 58 : ['m9', 'b3', 'a9', 'i7', 'b4', 'q4', 'n5', 'r4', 'n5', 'w2', 's6', 'i3', 'g9', 'c6', 'c7', 'p1', 'p4', 'n5', 'j4', 'i8', 'p7', 'r7', 'n1', 'c0', 'k8', 'j3', 'a4', 'a7', 'f5', 'x0', 'c6', 'w3']
S 59 : ['k2', 'v6', 'j0', 'n6', 'q0', 'a0', 'i5', 'i7', 'g6', 'h3', 's1', 'e7', 'l9', 'a2', 'p7', 's2', 'h6', 'j3', 'k5', 'i3', 'p3', 'b3', 'u9', 'o6', 'e3', 'y8', 'w8', 'm3', 'f1', 'y5', 'q1', 'l4']
R 59 : ['y0', 'm8', 'n5', 'i9', 'p8', 's7', 'g9', 'm1', 'g3', 'r0', 'i7', 'j6', 'm5', 'x8', 'c7', 'm1', 'x3', 'q4', 'a4', 'j4', 'm6', 'o6', 'e6', 'f5', 'i8', 'y2', 'c6', 'h1', 'a9', 's6', 'o2', 'd1']
S 60 : ['c2', 'u5', 'r5', 'l4', 'q8', 'q4', 'q4', 'h7', 'g6', 'a1', 'a4', 'm7', 's9', 'j1', 'v0', 'y1', 'h8', 'w1', 'j4', 'g0', 'y1', 'q7', 'u1', 'q6', 'n6', 'o2', 'w1', 'b2', 'a2', 'l1', 't4', 'c5']
R 60 : ['q5', 'j6', 'l3', 'm5', 'u1', 'i8', 'm7', 'm5', 'j3', 'a7', 'p7', 'i8', 'b0', 'o6', 'y1', 'x3', 'x3', 'c1', 'r2', 'r7', 'q1', 'l5', 'o2', 'j0', 'i8', 'd7', 'c5', 'c7', 'h6', 'x8', 'e4', 'c1']
S 61 : ['q8', 'h2', 'm8', 'm8', 'i5', 'f1', 'p2', 's4', 't0', 'f3', 'd9', 'n4', 'h5', 'h0', 'u2', 'o1', 'i8', 'r7', 'h0', 'd9', 'p6', 'b9', 'h3', 'q9', 'b8', 'w8', 'g5', 's4', 'o7', 'p1', 'i1', 't7']
R 61 : ['f4', 'k1', 'q3', 'a5', 'w7', 'm1', 'd3', 'm6', 'n6', 'm1', 'p8', 'v8', 'h0', 'e4', 'i8', 'p9', 'r4', 'd1', 'r4', 'a4', 'o0', 'f1', 'g4', 'p2', 'u7', 'q3', 'k6', 'w7', 'a5', 'u4', 'x0', 'm6']
S 62 : ['i2', 'l6', 'o8', 'm7', 'g1', 'k7', 'i1', 'f4', 'f1', 'x8', 'e2', 's8', 'm1', 'r9', 'b7', 'x7', 'k8', 'e1', 'r6', 'k6', 'u5', 'e6', 'c8', 'j5', 't3', 'x8', 'c9', 'h6', 'g7', 'x7', 'k9', 'w9']
R 62 : ['i4', 'p7', 'i8', 't6', 'k0', 'c7', 'b4', 'd6', 'i0', 'd9', 'p1', 'j3', 'a2', 'u2', 'r5', 'f5', 'a8', 'd1', 'l5', 'a4', 'u5', 'w0', 'n7', 'p4', 'v8', 'n6', 'a4', 's1', 'm6', 'c3', 'u2', 'p8']
S 63 : ['g9', 't9', 'x7', 'y7', 'o4', 'q4', 'e0', 'y0', 'r2', 'i8', 'q0', 'g3', 'w6', 'r6', 'o2', 'q7', 'h0', 'x9', 'u2', 'x2', 'j4', 'd0', 'y5', 'c7', 'a2', 'o6', 'e4', 'j0', 'w4', 'o3', 'u5', 'm9']
R 63 : ['a7', 'j0', 'r4', 'q5', 'a4', 'k6', 'd1', 'r3', 'i7', 'l6', 'r0', 'm6', 'm2', 'r7', 'o0', 'e5', 'c0', 'x3', 'h9', 'c7', 'y2', 'a4', 'l5', 'r4', 'y1', 'a5', 'u2', 'q4', 'n1', 'a9', 'x8', 'y0']
S 64 : ['h8', 't6', 'f4', 'i0', 'c6', 'i3', 'f4', 'j0', 'g8', 'b8', 'n1', 'x7', 't7', 'n2', 'l6', 'q0', 'b9', 'k7', 'v1', 'o2', 's5', 'c7', 'j9', 'p1', 'd0', 'l6', 'p7', 'o0', 'x1', 'o1', 'u2', 'q2']
R 64 : ['l6', 'n6', 'p4', 'a9', 'n5', 'c6', 'a3', 'q4', 'j6', 'p9', 's0', 'p4', 'r7', 'r3', 'n6', 'b3', 'u2', 'n5', 'q8', 'x0', 'o0', 'a4', 'h0', 'a7', 'p2', 'k6', 'y0', 'i4', 'p7', 'l0', 'p4', 'h9']
S 65 : ['n3', 'c0', 'l5', 'f2', 'e7', 'j9', 'g8', 'w3', 'l8', 'a5', 'l4', 'j9', 'k9', 'n0', 'u6', 'a6', 'o5', 'l8', 'j5', 'd5', 'p2', 'l6', 'q9', 'q2', 'w1', 'n6', 'o5', 'o5', 'u1', 'n6', 'l3', 'y1']
R 65 : ['a5', 'i4', 'c7', 'u7', 'd3', 'i6', 'k0', 'f4', 'i4', 'e8', 'i8', 'b4', 'g6', 'c1', 'q1', 'u5', 'p4', 'n6', 'a4', 'w2', 'o6', 'p7', 'd9', 'f5', 'i6', 'x0', 'h9', 'q3', 'a7', 'o6', 'p4', 'i4']
S 66 : ['a8', 'k3', 'c0', 'm8', 'i9', 'j9', 'v5', 'h7', 'q5', 'q9', 'e7', 'l9', 'q4', 'j7', 'n8', 'o1', 'k8', 'w6', 'g9', 'j8', 'r4', 'n8', 'g0', 'n3', 'n4', 'v1', 'u1', 'u5', 'p9', 'q5', 'w6', 'u4']
R 66 : ['i2', 'f5', 'p7', 'w3', 'f5', 'w3', 'k8', 'w7', 'c0', 'v8', 'k0', 'x3', 'r4', 'd1', 'h6', 'q5', 'l5', 'v8', 'r4', 'a3', 'n8', 'x0', 'p4', 'f4', 's4', 'm7', 'q8', 'g6', 'q1', 'a4', 's4', 's1']
S 67 : ['n8', 'v7', 'g7', 'g5', 'n9', 'y4', 'l0', 'f2', 's2', 'k7', 'x1', 'f1', 'p3', 'g1', 'q2', 'n8', 'q5', 'c8', 'd6', 'v5', 'i6', 'i4', 'b4', 't0', 'a3', 'n2', 'e9', 'i1', 'j5', 'y5', 'h2', 'd0']
R 67 : ['j4', 'a4', 'v8', 'i8', 'p1', 'd9', 'p7', 'p8', 'a7', 'i4', 'v8', 'g3', 'd8', 'c6', 'i8', 'x8', 'f1', 's4', 'x8', 'k1', 'd1', 'a9', 'w3', 'g4', 'b4', 'i7', 'u8', 'd3', 'c7', 's4', 'r3', 'h9']
S 68 : ['j3', 'o9', 'd1', 's3', 'i2', 'v5', 'v8', 'y1', 'w2', 'f0', 't5', 'f4', 't5', 'c6', 'h7', 'v6', 's3', 'u6', 't6', 'a2', 'e7', 'f2', 'o3', 'b6', 'e8', 'r0', 'g8', 'w7', 'n4', 'o5', 'j8', 'p4']
R 68 : ['i8', 'p7', 'p4', 's6', 'a7', 'o0', 'e5', 'i2', 'j3', 'i2', 'e5', 'i8', 'a2', 'l0', 'v4', 'f5', 'd3', 'i4', 'v8', 'b6', 'n5', 'y3', 'n5', 'u7', 'x8', 'a9', 'v8', 'm9', 'x0', 'm7', 's9', 'd1']
S 69 : ['h8', 'i8', 'e3', 'a2', 'y3', 'r2', 'w6', 'f7', 'q2', 'b6', 'n5', 't7', 't8', 'm1', 'e9', 'n4', 'v4', 'w1', 'v3', 'p7', 'd8', 'p5', 'g0', 'e0', 'f8', 'n3', 'l4', 'g4', 't0', 'n5', 'q7', 'g7']
R 69 : ['c1', 'g9', 'x8', 'r4', 'm8', 'e5', 'a8', 'h9', 'k0', 'k3', 'v8', 'r4', 'a5', 's9', 'r4', 'u5', 'v9', 'h3', 'r0', 'g4', 'x8', 'h3', 'p7', 'c7', 'd0', 'j0', 'c6', 'o0', 'q5', 'g8', 'v8', 'x8']
S 70 : ['r1', 'u8', 'r6', 'x5', 'b1', 'r2', 'y0', 'y3', 'i0', 'l5', 'c8', 'l7', 'a3', 'v8', 'n3', 'e7', 'p4', 'k4', 'e0', 't5', 'b2', 'w4', 'i5', 'd0', 'd0', 'f9', 'c3', 'q6', 'a2', 'b0', 'g8', 'w8']
R 70 : ['l8', 'x8', 'k0', 'v9', 'i8', 'q3', 'c3', 'y1', 'f5', 'm1', 'a9', 'a7', 'u7', 'r4', 'i8', 'e5', 'k2', 'p1', 'o7', 'a7', 'r7', 'd3', 'b0', 'c7', 't7', 'a4', 's0', 'l3', 'a4', 'a4', 'i8', 'r0']
S 71 : ['e2', 'h8', 'h2', 'q7', 'n7', 'g1', 'v3', 'l7', 'x7', 'n0', 'n4', 'f0', 'q3', 'b4', 'j6', 'b8', 'd1', 'q2', 'f3', 'k7', 'l9', 'p0', 'c0', 'n6', 's2', 'd7', 'j6', 'h3', 'j8', 'v4', 'r1', 't6']
R 71 : ['j0', 'c3', 'e8', 'p7', 'd3', 'q4', 'b0', 'f1', 'g3', 'd3', 'w7', 'j6', 'p9', 'd3', 'h9', 'i8', 'd0', 'u2', 'i4', 'o6', 'b6', 'i0', 'r4', 'p7', 'p7', 'g6', 'v8', 'd1', 'l0', 'c6', 'm1', 'j3']
S 72 : ['n7', 'n6', 't5', 'v2', 'h5', 'l9', 'l6', 'l4', 'l0', 'x9', 'v1', 'h9', 'x4', 'q0', 'p4', 'q6', 'v6', 'u9', 'd6', 'm3', 'd1', 'y3', 'r2', 'g5', 'b6', 'b7', 'j5', 'g1', 'c2', 'p3', 'q5', 'j9']
R 72 : ['k7', 'r2', 'o6', 'w3', 'p4', 'd1', 'q4', 'c7', 'h0', 'u4', 'u7', 'i8', 's9', 'j6', 'v9', 'd8', 'r0', 'l3', 'e5', 'a4', 'r0', 'c3', 'u7', 'b6', 'k1', 'p7', 'j4', 'h1', 'n5', 'n6', 'b4', 'q8']
S 73 : ['b0', 'w6', 'b2', 'j2', 'g5', 'p5', 'r9', 'j8', 'a3', 'j6', 'r3', 'a2', 'r4', 'q1', 'y1', 'u3', 'v1', 'p6', 'b6', 's5', 'k7', 'x9', 'q7', 'q1', 'n8', 'a4', 'd5', 'y1', 't0', 'j9', 'w3', 'q2']
R 73 : ['s9', 'n8', 'i3', 'n5', 'a7', 'w2', 'i4', 's1', 'b0', 'q8', 'j0', 'a8', 'd3', 'e6', 'a4', 'k1', 'a4', 'u4', 't7', 'r4', 'e6', 'c2', 'p4', 'k1', 'i8', 'g4', 'h9', 'h6', 'x8', 's4', 'p7', 'i8']
S 74 : ['t2', 'm6', 'i2', 'b6', 'y7', 'x2', 'l7', 'p5', 'w0', 'a6', 'n2', 'h7', 'q1', 'm6', 'q8', 'p3', 'u6', 'm5', 'e2', 'w5', 'o9', 'c5', 'o5', 'e5', 'm5', 'k2', 'w8', 'k9', 'k0', 'k2', 'l6', 'g9']
R 74 : ['m5', 'c8', 'n6', 'o0', 'a8', 'r3', 'i0', 'g6', 'g1', 'd9', 'i8', 's7', 'i4', 'm1', 'm7', 'd3', 'e6', 'd3', 'o0', 'x0', 'i8', 'u7', 'g6', 's9', 'a2', 'r3', 'l4', 'e4', 's7', 'j4', 'q0', 'c0']
S 75 : ['k3', 'i5', 'u0', 'l6', 'j7', 'q7', 'd5', 'u6', 'b0', 'm3', 'u2', 'd4', 'r5', 'e5', 'm0', 'n7', 's9', 'h5', 'v7', 'h9', 'y9', 'i5', 'u4', 'v8', 'i3', 'o1', 'p3', 'c3', 'y6', 'f7', 'w6', 'p0']
R 75 : ['a7', 't7', 'k6', 'a6', 'u7', 'u4', 'g9', 'a4', 'b4', 'x0', 'x0', 'a3', 'm5', 'a4', 'j0', 'u8', 'n6', 'y1', 'q4', 'j4', 'r0', 'i8', 'r7', 'k8', 'a4', 'j6', 'j6', 'o7', 'l4', 'r0', 's1', 'r4']
S 76 : ['l2', 'n8', 'm2', 'r3', 'g9', 'x5', 't1', 'f9', 'r7', 's3', 'n5', 'n7', 'n1', 'j8', 'd3', 'w8', 't1', 'm1', 'p0', 'i4', 'p1', 'i9', 'w1', 'c6', 'q5', 'f5', 's8', 'm0', 'r2', 'b3', 'v7', 'r9']
R 76 : ['m1', 'c0', 'p7', 'q4', 'i2', 't4', 'x8', 'i8', 'k1', 'k2', 'u5', 'c1', 'j6', 'h0', 'i9', 'd3', 'h3', 'u8', 't4', 'w3', 'i2', 'l2', 'r0', 's1', 'n7', 'l3', 's4', 'r0', 'p1', 'n5', 'd9', 'a3']
S 77 : ['v8', 'c4', 's7', 'j4', 'x3', 'k9', 'd9', 'm8', 'b4', 's1', 'w6', 'p7', 'u0', 'c8', 'n8', 'g6', 'u2', 'r0', 'k8', 'r2', 'b3', 'q3', 'k1', 'o8', 'h9', 'r8', 'p4', 'l6', 'n0', 'w7', 'p4', 'f7']
R 77 : ['t6', 'a4', 'y3', 'r4', 'm9', 'c6', 'h1', 'p1', 'b4', 'e8', 'g9', 'y7', 'i8', 'n6', 'a9', 's4', 'a7', 'u4', 'c6', 'u7', 'd9', 'o0', 'k6', 'g9', 'q3', 'r0', 'o2', 'b0', 'u7', 'i9', 'w7', 'f5']
S 78 : ['f2', 'b5', 'i3', 'h2', 'a5', 'h4', 'b3', 'a7', 'l6', 'j5', 'a6', 'x3', 'k7', 'j1', 'l4', 'e7', 'a8', 's9', 'm3', 'h7', 't4', 'o9', 'p3', 'y1', 'r7', 'x3', 'c2', 't4', 'r8', 'q8', 'q4', 't4']
R 78 : ['i8', 'd7', 'd7', 'p7', 'm7', 'u7', 'j4', 'h6', 'y1', 'i4', 'n6', 'i9', 'b4', 'j6', 'e4', 'y7', 'a8', 'o0', 'a9', 'd3', 'a9', 'r2', 'c7', 'f5', 'x3', 'd7', 'r0', 'n4', 'i8', 'f1', 'i8', 'd3']
S 79 : ['x3', 'x0', 'd8', 'k9', 's7', 'r2', 'x7', 'r6', 'p0', 'r2', 'l9', 'r8', 'g4', 'r3', 'e2', 'r7', 'f1', 'u7', 'h3', 'o9', 'h7', 'd9', 'e2', 'n0', 'v1', 'f8', 'm6', 'f9', 'e1', 'q9', 'g1', 't9']
R 79 : ['e5', 'y7', 'r0', 'i0', 'k1', 'r0', 'q3', 'e5', 'o0', 'u2', 'q8', 'm7', 'a9', 'x8', 'd3', 'f4', 'i0', 'u3', 'i8', 'p7', 'e8', 'g8', 'a4', 'c7', 'g6', 'd7', 'i8', 'q4', 'p8', 'd1', 'k0', 'd9']
S 80 : ['t9', 'f0', 'g6', 'k2', 'w4', 'h0', 'n7', 's7', 'n7', 'i6', 'r1', 't7', 'y2', 's9', 'o0', 'h7', 'b7', 'a5', 'k7', 'o8', 'i0', 'e0', 'f0', 't1', 'y7', 'n5', 'f2', 'f5', 'j7', 'v7', 'e5', 'q9']
R 80 : ['o2', 'f4', 'r4', 'u8', 'm7', 'i8', 's0', 'd3', 'm6', 't6', 's7', 't4', 'l2', 'n3', 'o0', 'j6', 'k8', 'e5', 'p7', 'r3', 'j6', 'h3', 'a9', 'b3', 'c3', 'j3', 'y1', 'l4', 'a4', 'c3', 'j3', 'i4']
S 81 : ['q4', 'n4', 'g4', 'y0', 'a4', 'c1', 'x1', 'b2', 'n9', 'y9', 'j5', 'c7', 'q0', 's7', 'b1', 'h6', 'b5', 'h7', 'y3', 'j5', 'f3', 's7', 's5', 'w9', 'm2', 'c3', 'h2', 'q8', 'c9', 'h1', 'x1', 'x4']
R 81 : ['i8', 'b4', 'x8', 'v9', 'd6', 'l6', 'l8', 'h6', 'n5', 'a6', 'r6', 'e4', 'x8', 'o7', 'q4', 'y1', 'm1', 'v8', 'b4', 'b0', 'a8', 'g8', 'a9', 'k7', 'f1', 'a9', 'm7', 'i8', 'm6', 'a4', 'x3', 'a4']
S 82 : ['q8', 'y0', 'q1', 'q8', 'm3', 'k8', 'b3', 'a6', 'm4', 'c2', 'q2', 't3', 'd5', 'n8', 'i1', 'w6', 't1', 'x5', 'e2', 'x7', 't6', 'x9', 'f3', 'b3', 'c6', 'k1', 'i3', 'w3', 'l3', 'p1', 'v6', 'r5']
R 82 : ['e4', 'o0', 'u2', 'y1', 'r4', 'w2', 'l0', 'k2', 'e6', 'j6', 'r0', 'd1', 'e4', 'r2', 'i9', 'n5', 's4', 'm1', 'u7', 'w0', 'f5', 'a4', 'm5', 'i9', 'i0', 'h9', 't4', 'n5', 'u5', 'h0', 'a4', 'a4']
S 83 : ['h1', 'u8', 't5', 'u6', 'o7', 'o2', 'd0', 'b8', 's0', 'e6', 'y3', 'c2', 'f3', 'd8', 'i0', 'l7', 'm6', 'q6', 'u7', 'w5', 'f5', 'a1', 'a7', 'r5', 'h4', 'f7', 'j6', 'd9', 'a1', 's5', 'x0', 'q5']
R 83 : ['m5', 's0', 'd3', 'c6', 'g6', 'u1', 'q3', 'e5', 'r7', 'l3', 'c8', 'g9', 'd7', 'x0', 'l2', 'r7', 'a4', 'n6', 'r5', 'w3', 'n4', 'd3', 'r2', 'r6', 'm1', 'x8', 'u3', 'n5', 'p9', 'i8', 'u1', 'v9']
S 84 : ['q1', 'u1', 'w1', 't6', 'r4', 'v4', 'm9', 'c8', 'j7', 'w6', 'x8', 'x4', 'n5', 's1', 'h3', 'r3', 'n2', 'x7', 'o5', 'x5', 'a9', 'k3', 'v6', 'e7', 'c9', 'c7', 'x7', 'r8', 'g2', 'm3', 'n3', 'y3']
R 84 : ['f8', 'r3', 'r4', 'q1', 'n7', 'u2', 'r4', 'g9', 'a3', 'n8', 'k1', 'u2', 'e6', 'k0', 'c1', 'l6', 'h9', 'r0', 'i4', 'k2', 'h3', 'y7', 'l0', 'd6', 'k7', 'f5', 'i8', 'n5', 'a4', 'k8', 'v9', 'p1']
